data_hora,id_empresa,id_display,id_zona,pid,usuario,nome,status,memoria,uso_cpu,mac,ip
27-05-2026 22:21:43,2,2,1,15712,DESKTOP-L723IV1,Taskmgr.exe,running,57466880,1.4,E0-2B-E9-6D-2E-C3,192.168.100.34
27-05-2026 22:21:43,2,2,1,17160,DESKTOP-L723IV1,python.exe,running,55140352,82.8,E0-2B-E9-6D-2E-C3,192.168.100.34
27-05-2026 22:21:43,2,2,1,23756,DESKTOP-L723IV1,chrome.exe,running,734183424,5.0,E0-2B-E9-6D-2E-C3,192.168.100.34
27-05-2026 22:22:47,2,2,1,0,NT AUTHORITY,System Idle Process,running,8192,1435.6,E0-2B-E9-6D-2E-C3,192.168.100.34
27-05-2026 22:22:47,2,2,1,4,NT AUTHORITY,System,running,28422144,6.7,E0-2B-E9-6D-2E-C3,192.168.100.34
27-05-2026 22:22:47,2,2,1,896,NT AUTHORITY,csrss.exe,running,12005376,0.7,E0-2B-E9-6D-2E-C3,192.168.100.34
27-05-2026 22:22:47,2,2,1,1056,NT AUTHORITY,services.exe,running,12300288,13.4,E0-2B-E9-6D-2E-C3,192.168.100.34
27-05-2026 22:22:47,2,2,1,2644,NT AUTHORITY,svchost.exe,running,12611584,1.5,E0-2B-E9-6D-2E-C3,192.168.100.34
27-05-2026 22:22:47,2,2,1,4900,NT AUTHORITY,SmartByteNetworkService.exe,running,51687424,0.7,E0-2B-E9-6D-2E-C3,192.168.100.34
27-05-2026 22:22:47,2,2,1,4988,DESKTOP-L723IV1,chrome.exe,running,719822848,0.7,E0-2B-E9-6D-2E-C3,192.168.100.34
27-05-2026 22:22:47,2,2,1,5036,NT AUTHORITY,MsMpEng.exe,running,288542720,6.7,E0-2B-E9-6D-2E-C3,192.168.100.34
27-05-2026 22:22:47,2,2,1,7380,NT AUTHORITY,RAPS.exe,running,19255296,0.7,E0-2B-E9-6D-2E-C3,192.168.100.34
27-05-2026 22:22:47,2,2,1,9092,NT AUTHORITY,WmiPrvSE.exe,running,27062272,2.2,E0-2B-E9-6D-2E-C3,192.168.100.34
27-05-2026 22:22:47,2,2,1,10752,DESKTOP-L723IV1,EpicGamesLauncher.exe,running,105353216,6.7,E0-2B-E9-6D-2E-C3,192.168.100.34
27-05-2026 22:22:47,2,2,1,15712,DESKTOP-L723IV1,Taskmgr.exe,running,57483264,2.2,E0-2B-E9-6D-2E-C3,192.168.100.34
27-05-2026 22:22:47,2,2,1,17160,DESKTOP-L723IV1,python.exe,running,55140352,81.4,E0-2B-E9-6D-2E-C3,192.168.100.34
27-05-2026 22:22:47,2,2,1,17196,NT AUTHORITY,WmiPrvSE.exe,running,42700800,0.7,E0-2B-E9-6D-2E-C3,192.168.100.34
27-05-2026 22:22:47,2,2,1,21848,DESKTOP-L723IV1,Discord.exe,running,496992256,0.7,E0-2B-E9-6D-2E-C3,192.168.100.34
27-05-2026 22:22:47,2,2,1,23756,DESKTOP-L723IV1,chrome.exe,running,602132480,1.5,E0-2B-E9-6D-2E-C3,192.168.100.34
